unique_id,Item_ID,sentence,sentence_type,context,context_prime,ground_truth,indexical,question,non-shifted_option,shifted_option,renamed_sentence,name_mapping,gender
1363,341,"When we spoke last summer, John said ""Chris is going to launch his blog tomorrow"".",quotation,Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is very dedicated to writing and carefully plans the launch of his blog posts well in advance to ensure everything aligns with his creative vision and target audience.,non-shifted,shifted,tomorrow,"According to the last sentence, did Patricia already launch her blog, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Sara. I am a graduate student and I live in Los Angeles. I have two friends named Diane and Patricia. Patricia is very dedicated to writing and carefully plans the launch of her blog posts well in advance to ensure everything aligns with her creative vision and target audience. When we spoke last summer, Diane said ""Patricia is going to launch her blog tomorrow"".","Andrew -> Sara
John -> Diane
Chris -> Patricia",female
1364,341,"When we spoke last summer, John said ""Chris is going to launch his blog tomorrow"".",quotation,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often gets inspired suddenly and tends to launch his blog posts on a whim, frequently deciding to publish them spontaneously without much prior planning.",shifted,shifted,tomorrow,"According to the last sentence, did Patricia already launch her blog, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Sara. I am a graduate student and I live in Los Angeles. I have two friends named Diane and Patricia. Patricia often gets inspired suddenly and tends to launch her blog posts on a whim, frequently deciding to publish them spontaneously without much prior planning. When we spoke last summer, Diane said ""Patricia is going to launch her blog tomorrow"".","Andrew -> Sara
John -> Diane
Chris -> Patricia",female
1365,342,"When we spoke last summer, John mentioned that Chris was scheduled to start his meditation retreat tomorrow.",non-quot,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is very devoted to mindfulness practices and always books his meditation retreats well in advance, ensuring that he can fully immerse himself in the experience without any distractions.",non-shifted,non-shifted,tomorrow,"According to the last sentence, did Jeremy already start his meditation retreat, or is he going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Raymond. I am a graduate student and I live in Los Angeles. I have two friends named Dennis and Jeremy. Jeremy is very devoted to mindfulness practices and always books his meditation retreats well in advance, ensuring that he can fully immerse himself in the experience without any distractions. When we spoke last summer, Dennis mentioned that Jeremy was scheduled to start his meditation retreat tomorrow.","Andrew -> Raymond
John -> Dennis
Chris -> Jeremy",male
1366,342,"When we spoke last summer, John mentioned that Chris was scheduled to start his meditation retreat tomorrow.",non-quot,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often talks about wanting to relax and embark on meditation retreats but typically makes the decision at the last minute, sometimes deciding just the day before to join a retreat spontaneously.",shifted,non-shifted,tomorrow,"According to the last sentence, did Jeremy already start his meditation retreat, or is he going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Raymond. I am a graduate student and I live in Los Angeles. I have two friends named Dennis and Jeremy. Jeremy often talks about wanting to relax and embark on meditation retreats but typically makes the decision at the last minute, sometimes deciding just the day before to join a retreat spontaneously. When we spoke last summer, Dennis mentioned that Jeremy was scheduled to start his meditation retreat tomorrow.","Andrew -> Raymond
John -> Dennis
Chris -> Jeremy",male
1367,342,"When we spoke last summer, John said ""Chris is scheduled to start his meditation retreat tomorrow"".",quotation,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is very devoted to mindfulness practices and always books his meditation retreats well in advance, ensuring that he can fully immerse himself in the experience without any distractions.",non-shifted,shifted,tomorrow,"According to the last sentence, did Jeremy already start his meditation retreat, or is he going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Raymond. I am a graduate student and I live in Los Angeles. I have two friends named Dennis and Jeremy. Jeremy is very devoted to mindfulness practices and always books his meditation retreats well in advance, ensuring that he can fully immerse himself in the experience without any distractions. When we spoke last summer, Dennis said ""Jeremy is scheduled to start his meditation retreat tomorrow"".","Andrew -> Raymond
John -> Dennis
Chris -> Jeremy",male
1368,342,"When we spoke last summer, John said ""Chris is scheduled to start his meditation retreat tomorrow"".",quotation,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often talks about wanting to relax and embark on meditation retreats but typically makes the decision at the last minute, sometimes deciding just the day before to join a retreat spontaneously.",shifted,shifted,tomorrow,"According to the last sentence, did Jeremy already start his meditation retreat, or is he going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Raymond. I am a graduate student and I live in Los Angeles. I have two friends named Dennis and Jeremy. Jeremy often talks about wanting to relax and embark on meditation retreats but typically makes the decision at the last minute, sometimes deciding just the day before to join a retreat spontaneously. When we spoke last summer, Dennis said ""Jeremy is scheduled to start his meditation retreat tomorrow"".","Andrew -> Raymond
John -> Dennis
Chris -> Jeremy",male
1369,343,"When we spoke last summer, John mentioned that Chris was going to present his new art collection tomorrow.",non-quot,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is extremely passionate about art and always plans his exhibitions meticulously, ensuring that every piece is perfectly curated and displayed well in advance of the event.",non-shifted,non-shifted,tomorrow,"According to the last sentence, did Sandra already present her new art collection, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Kayla. I am a graduate student and I live in Los Angeles. I have two friends named Hannah and Sandra. Sandra is extremely passionate about art and always plans her exhibitions meticulously, ensuring that every piece is perfectly curated and displayed well in advance of the event. When we spoke last summer, Hannah mentioned that Sandra was going to present her new art collection tomorrow.","Andrew -> Kayla
John -> Hannah
Chris -> Sandra",female
1370,343,"When we spoke last summer, John mentioned that Chris was going to present his new art collection tomorrow.",non-quot,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often comes up with artistic ideas spontaneously and usually decides to present his collections at the last minute, sometimes even setting up exhibitions the day after getting inspired.",shifted,non-shifted,tomorrow,"According to the last sentence, did Sandra already present her new art collection, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Kayla. I am a graduate student and I live in Los Angeles. I have two friends named Hannah and Sandra. Sandra often comes up with artistic ideas spontaneously and usually decides to present her collections at the last minute, sometimes even setting up exhibitions the day after getting inspired. When we spoke last summer, Hannah mentioned that Sandra was going to present her new art collection tomorrow.","Andrew -> Kayla
John -> Hannah
Chris -> Sandra",female
1371,343,"When we spoke last summer, John said ""Chris is going to present his new art collection tomorrow"".",quotation,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is extremely passionate about art and always plans his exhibitions meticulously, ensuring that every piece is perfectly curated and displayed well in advance of the event.",non-shifted,shifted,tomorrow,"According to the last sentence, did Sandra already present her new art collection, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Kayla. I am a graduate student and I live in Los Angeles. I have two friends named Hannah and Sandra. Sandra is extremely passionate about art and always plans her exhibitions meticulously, ensuring that every piece is perfectly curated and displayed well in advance of the event. When we spoke last summer, Hannah said ""Sandra is going to present her new art collection tomorrow"".","Andrew -> Kayla
John -> Hannah
Chris -> Sandra",female
1372,343,"When we spoke last summer, John said ""Chris is going to present his new art collection tomorrow"".",quotation,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often comes up with artistic ideas spontaneously and usually decides to present his collections at the last minute, sometimes even setting up exhibitions the day after getting inspired.",shifted,shifted,tomorrow,"According to the last sentence, did Sandra already present her new art collection, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Kayla. I am a graduate student and I live in Los Angeles. I have two friends named Hannah and Sandra. Sandra often comes up with artistic ideas spontaneously and usually decides to present her collections at the last minute, sometimes even setting up exhibitions the day after getting inspired. When we spoke last summer, Hannah said ""Sandra is going to present her new art collection tomorrow"".","Andrew -> Kayla
John -> Hannah
Chris -> Sandra",female
1373,344,"When we spoke last summer, John mentioned that Chris would be enrolling in his yoga class tomorrow.",non-quot,Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is very dedicated to his wellness routine and always plans his yoga sessions well in advance to ensure they fit perfectly into his schedule.,non-shifted,non-shifted,tomorrow,"According to the last sentence, did Joan already enroll in her yoga class, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Alice. I am a graduate student and I live in Los Angeles. I have two friends named Julie and Joan. Joan is very dedicated to her wellness routine and always plans her yoga sessions well in advance to ensure they fit perfectly into her schedule. When we spoke last summer, Julie mentioned that Joan would be enrolling in her yoga class tomorrow.","Andrew -> Alice
John -> Julie
Chris -> Joan",female
1374,344,"When we spoke last summer, John mentioned that Chris would be enrolling in his yoga class tomorrow.",non-quot,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often talks about wanting to add yoga to his routine but usually decides to take classes at the last minute, frequently enrolling just the day before they start.",shifted,non-shifted,tomorrow,"According to the last sentence, did Joan already enroll in her yoga class, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Alice. I am a graduate student and I live in Los Angeles. I have two friends named Julie and Joan. Joan often talks about wanting to add yoga to her routine but usually decides to take classes at the last minute, frequently enrolling just the day before they start. When we spoke last summer, Julie mentioned that Joan would be enrolling in her yoga class tomorrow.","Andrew -> Alice
John -> Julie
Chris -> Joan",female
1375,344,"When we spoke last summer, John said ""Chris will be enrolling in his yoga class tomorrow"".",quotation,Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is very dedicated to his wellness routine and always plans his yoga sessions well in advance to ensure they fit perfectly into his schedule.,non-shifted,shifted,tomorrow,"According to the last sentence, did Joan already enroll in her yoga class, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Alice. I am a graduate student and I live in Los Angeles. I have two friends named Julie and Joan. Joan is very dedicated to her wellness routine and always plans her yoga sessions well in advance to ensure they fit perfectly into her schedule. When we spoke last summer, Julie said ""Joan will be enrolling in her yoga class tomorrow"".","Andrew -> Alice
John -> Julie
Chris -> Joan",female
1376,344,"When we spoke last summer, John said ""Chris will be enrolling in his yoga class tomorrow"".",quotation,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often talks about wanting to add yoga to his routine but usually decides to take classes at the last minute, frequently enrolling just the day before they start.",shifted,shifted,tomorrow,"According to the last sentence, did Joan already enroll in her yoga class, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Alice. I am a graduate student and I live in Los Angeles. I have two friends named Julie and Joan. Joan often talks about wanting to add yoga to her routine but usually decides to take classes at the last minute, frequently enrolling just the day before they start. When we spoke last summer, Julie said ""Joan will be enrolling in her yoga class tomorrow"".","Andrew -> Alice
John -> Julie
Chris -> Joan",female
1377,345,"When we spoke last summer, John told me that Chris was planning to take his certification exam tomorrow.",non-quot,Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is very focused on professional development and always registers for certification exams well in advance to have ample time to prepare and ensure success.,non-shifted,non-shifted,tomorrow,"According to the last sentence, did Debra already take her certification exam, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Christina. I am a graduate student and I live in Los Angeles. I have two friends named Melissa and Debra. Debra is very focused on professional development and always registers for certification exams well in advance to have ample time to prepare and ensure success. When we spoke last summer, Melissa told me that Debra was planning to take her certification exam tomorrow.","Andrew -> Christina
John -> Melissa
Chris -> Debra",female
1378,345,"When we spoke last summer, John told me that Chris was planning to take his certification exam tomorrow.",non-quot,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often talks about boosting his career with certifications but usually waits until the last minute to take exams, often deciding at the very last moment, leaving little time for study.",shifted,non-shifted,tomorrow,"According to the last sentence, did Debra already take her certification exam, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Christina. I am a graduate student and I live in Los Angeles. I have two friends named Melissa and Debra. Debra often talks about boosting her career with certifications but usually waits until the last minute to take exams, often deciding at the very last moment, leaving little time for study. When we spoke last summer, Melissa told me that Debra was planning to take her certification exam tomorrow.","Andrew -> Christina
John -> Melissa
Chris -> Debra",female
1379,345,"When we spoke last summer, John said to me ""Chris is planning to take his certification exam tomorrow"".",quotation,Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is very focused on professional development and always registers for certification exams well in advance to have ample time to prepare and ensure success.,non-shifted,shifted,tomorrow,"According to the last sentence, did Debra already take her certification exam, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Christina. I am a graduate student and I live in Los Angeles. I have two friends named Melissa and Debra. Debra is very focused on professional development and always registers for certification exams well in advance to have ample time to prepare and ensure success. When we spoke last summer, Melissa said to me ""Debra is planning to take her certification exam tomorrow"".","Andrew -> Christina
John -> Melissa
Chris -> Debra",female
1380,345,"When we spoke last summer, John said to me ""Chris is planning to take his certification exam tomorrow"".",quotation,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often talks about boosting his career with certifications but usually waits until the last minute to take exams, often deciding at the very last moment, leaving little time for study.",shifted,shifted,tomorrow,"According to the last sentence, did Debra already take her certification exam, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Christina. I am a graduate student and I live in Los Angeles. I have two friends named Melissa and Debra. Debra often talks about boosting her career with certifications but usually waits until the last minute to take exams, often deciding at the very last moment, leaving little time for study. When we spoke last summer, Melissa said to me ""Debra is planning to take her certification exam tomorrow"".","Andrew -> Christina
John -> Melissa
Chris -> Debra",female
1381,346,"When we spoke last summer, John mentioned that Chris would be signing up for a marathon tomorrow.",non-quot,Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is an avid runner who meticulously plans his race schedules months in advance to ensure he has enough time for proper training and preparation.,non-shifted,non-shifted,tomorrow,"According to the last sentence, did Gabriel already sign up for the marathon, or is he going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Jose. I am a graduate student and I live in Los Angeles. I have two friends named Jesse and Gabriel. Gabriel is an avid runner who meticulously plans his race schedules months in advance to ensure he has enough time for proper training and preparation. When we spoke last summer, Jesse mentioned that Gabriel would be signing up for a marathon tomorrow.","Andrew -> Jose
John -> Jesse
Chris -> Gabriel",male
1382,346,"When we spoke last summer, John mentioned that Chris would be signing up for a marathon tomorrow.",non-quot,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is often impulsive and sometimes decides to join marathons spontaneously, frequently leaving registration until the last possible moment, sometimes even the day after deciding to participate.",shifted,non-shifted,tomorrow,"According to the last sentence, did Gabriel already sign up for the marathon, or is he going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Jose. I am a graduate student and I live in Los Angeles. I have two friends named Jesse and Gabriel. Gabriel is often impulsive and sometimes decides to join marathons spontaneously, frequently leaving registration until the last possible moment, sometimes even the day after deciding to participate. When we spoke last summer, Jesse mentioned that Gabriel would be signing up for a marathon tomorrow.","Andrew -> Jose
John -> Jesse
Chris -> Gabriel",male
1383,346,"When we spoke last summer, John said ""Chris will be signing up for a marathon tomorrow"".",quotation,Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is an avid runner who meticulously plans his race schedules months in advance to ensure he has enough time for proper training and preparation.,non-shifted,shifted,tomorrow,"According to the last sentence, did Gabriel already sign up for the marathon, or is he going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Jose. I am a graduate student and I live in Los Angeles. I have two friends named Jesse and Gabriel. Gabriel is an avid runner who meticulously plans his race schedules months in advance to ensure he has enough time for proper training and preparation. When we spoke last summer, Jesse said ""Gabriel will be signing up for a marathon tomorrow"".","Andrew -> Jose
John -> Jesse
Chris -> Gabriel",male
1384,346,"When we spoke last summer, John said ""Chris will be signing up for a marathon tomorrow"".",quotation,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is often impulsive and sometimes decides to join marathons spontaneously, frequently leaving registration until the last possible moment, sometimes even the day after deciding to participate.",shifted,shifted,tomorrow,"According to the last sentence, did Gabriel already sign up for the marathon, or is he going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Jose. I am a graduate student and I live in Los Angeles. I have two friends named Jesse and Gabriel. Gabriel is often impulsive and sometimes decides to join marathons spontaneously, frequently leaving registration until the last possible moment, sometimes even the day after deciding to participate. When we spoke last summer, Jesse said ""Gabriel will be signing up for a marathon tomorrow"".","Andrew -> Jose
John -> Jesse
Chris -> Gabriel",male
1385,347,"When we spoke last summer, John said that Chris would be starting his new photography business tomorrow.",non-quot,Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is very entrepreneurial and is always carefully planning his ventures well in advance to ensure everything is meticulously set up for success.,non-shifted,non-shifted,tomorrow,"According to the last sentence, did Victoria already start her new photography business, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Brittany. I am a graduate student and I live in Los Angeles. I have two friends named Theresa and Victoria. Victoria is very entrepreneurial and is always carefully planning her ventures well in advance to ensure everything is meticulously set up for success. When we spoke last summer, Theresa said that Victoria would be starting her new photography business tomorrow.","Andrew -> Brittany
John -> Theresa
Chris -> Victoria",female
1386,347,"When we spoke last summer, John said that Chris would be starting his new photography business tomorrow.",non-quot,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often dreams about starting his own photography business but tends to procrastinate, frequently rushing to launch at the very last minute, often deciding just a day after being inspired.",shifted,non-shifted,tomorrow,"According to the last sentence, did Victoria already start her new photography business, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Brittany. I am a graduate student and I live in Los Angeles. I have two friends named Theresa and Victoria. Victoria often dreams about starting her own photography business but tends to procrastinate, frequently rushing to launch at the very last minute, often deciding just a day after being inspired. When we spoke last summer, Theresa said that Victoria would be starting her new photography business tomorrow.","Andrew -> Brittany
John -> Theresa
Chris -> Victoria",female
1387,347,"When we spoke last summer, John said ""Chris will be starting his new photography business tomorrow"".",quotation,Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is very entrepreneurial and is always carefully planning his ventures well in advance to ensure everything is meticulously set up for success.,non-shifted,shifted,tomorrow,"According to the last sentence, did Victoria already start her new photography business, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Brittany. I am a graduate student and I live in Los Angeles. I have two friends named Theresa and Victoria. Victoria is very entrepreneurial and is always carefully planning her ventures well in advance to ensure everything is meticulously set up for success. When we spoke last summer, Theresa said ""Victoria will be starting her new photography business tomorrow"".","Andrew -> Brittany
John -> Theresa
Chris -> Victoria",female
1388,347,"When we spoke last summer, John said ""Chris will be starting his new photography business tomorrow"".",quotation,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often dreams about starting his own photography business but tends to procrastinate, frequently rushing to launch at the very last minute, often deciding just a day after being inspired.",shifted,shifted,tomorrow,"According to the last sentence, did Victoria already start her new photography business, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Brittany. I am a graduate student and I live in Los Angeles. I have two friends named Theresa and Victoria. Victoria often dreams about starting her own photography business but tends to procrastinate, frequently rushing to launch at the very last minute, often deciding just a day after being inspired. When we spoke last summer, Theresa said ""Victoria will be starting her new photography business tomorrow"".","Andrew -> Brittany
John -> Theresa
Chris -> Victoria",female
1389,348,"When we spoke last summer, John mentioned that Chris was going to propose a new project idea tomorrow.",non-quot,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is very innovative and always formulates his project ideas carefully, preparing all necessary materials well in advance to ensure a successful proposal.",non-shifted,non-shifted,tomorrow,"According to the last sentence, did Harold already propose a new project idea, or is he going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Thomas. I am a graduate student and I live in Los Angeles. I have two friends named Noah and Harold. Harold is very innovative and always formulates his project ideas carefully, preparing all necessary materials well in advance to ensure a successful proposal. When we spoke last summer, Noah mentioned that Harold was going to propose a new project idea tomorrow.","Andrew -> Thomas
John -> Noah
Chris -> Harold",male
1390,348,"When we spoke last summer, John mentioned that Chris was going to propose a new project idea tomorrow.",non-quot,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often comes up with great project ideas spontaneously and tends to propose them at the last minute, frequently making the decision to present just a day after inspiration strikes him.",shifted,non-shifted,tomorrow,"According to the last sentence, did Harold already propose a new project idea, or is he going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Thomas. I am a graduate student and I live in Los Angeles. I have two friends named Noah and Harold. Harold often comes up with great project ideas spontaneously and tends to propose them at the last minute, frequently making the decision to present just a day after inspiration strikes him. When we spoke last summer, Noah mentioned that Harold was going to propose a new project idea tomorrow.","Andrew -> Thomas
John -> Noah
Chris -> Harold",male
1391,348,"When we spoke last summer, John said ""Chris is going to propose a new project idea tomorrow"".",quotation,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is very innovative and always formulates his project ideas carefully, preparing all necessary materials well in advance to ensure a successful proposal.",non-shifted,shifted,tomorrow,"According to the last sentence, did Harold already propose a new project idea, or is he going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Thomas. I am a graduate student and I live in Los Angeles. I have two friends named Noah and Harold. Harold is very innovative and always formulates his project ideas carefully, preparing all necessary materials well in advance to ensure a successful proposal. When we spoke last summer, Noah said ""Harold is going to propose a new project idea tomorrow"".","Andrew -> Thomas
John -> Noah
Chris -> Harold",male
1392,348,"When we spoke last summer, John said ""Chris is going to propose a new project idea tomorrow"".",quotation,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often comes up with great project ideas spontaneously and tends to propose them at the last minute, frequently making the decision to present just a day after inspiration strikes him.",shifted,shifted,tomorrow,"According to the last sentence, did Harold already propose a new project idea, or is he going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Thomas. I am a graduate student and I live in Los Angeles. I have two friends named Noah and Harold. Harold often comes up with great project ideas spontaneously and tends to propose them at the last minute, frequently making the decision to present just a day after inspiration strikes him. When we spoke last summer, Noah said ""Harold is going to propose a new project idea tomorrow"".","Andrew -> Thomas
John -> Noah
Chris -> Harold",male
1393,349,"When we spoke last summer, John said that Chris was going to film his documentary tomorrow.",non-quot,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is very committed to his filmmaking career and always meticulously plans his shoots well in advance to ensure that all logistics are perfectly aligned, from location scouting to crew scheduling.",non-shifted,non-shifted,tomorrow,"According to the last sentence, did Megan already film her documentary, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Kimberly. I am a graduate student and I live in Los Angeles. I have two friends named Denise and Megan. Megan is very committed to her filmmaking career and always meticulously plans her shoots well in advance to ensure that all logistics are perfectly aligned, from location scouting to crew scheduling. When we spoke last summer, Denise said that Megan was going to film her documentary tomorrow.","Andrew -> Kimberly
John -> Denise
Chris -> Megan",female
1394,349,"When we spoke last summer, John said that Chris was going to film his documentary tomorrow.",non-quot,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often gets inspired on a whim and decides to film spontaneously, usually waiting until the day after an idea comes to him to start shooting, often leaving little time for thorough planning.",shifted,non-shifted,tomorrow,"According to the last sentence, did Megan already film her documentary, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Kimberly. I am a graduate student and I live in Los Angeles. I have two friends named Denise and Megan. Megan often gets inspired on a whim and decides to film spontaneously, usually waiting until the day after an idea comes to her to start shooting, often leaving little time for thorough planning. When we spoke last summer, Denise said that Megan was going to film her documentary tomorrow.","Andrew -> Kimberly
John -> Denise
Chris -> Megan",female
1395,349,"When we spoke last summer, John said ""Chris is going to film his documentary tomorrow"".",quotation,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is very committed to his filmmaking career and always meticulously plans his shoots well in advance to ensure that all logistics are perfectly aligned, from location scouting to crew scheduling.",non-shifted,shifted,tomorrow,"According to the last sentence, did Megan already film her documentary, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Kimberly. I am a graduate student and I live in Los Angeles. I have two friends named Denise and Megan. Megan is very committed to her filmmaking career and always meticulously plans her shoots well in advance to ensure that all logistics are perfectly aligned, from location scouting to crew scheduling. When we spoke last summer, Denise said ""Megan is going to film her documentary tomorrow"".","Andrew -> Kimberly
John -> Denise
Chris -> Megan",female
1396,349,"When we spoke last summer, John said ""Chris is going to film his documentary tomorrow"".",quotation,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often gets inspired on a whim and decides to film spontaneously, usually waiting until the day after an idea comes to him to start shooting, often leaving little time for thorough planning.",shifted,shifted,tomorrow,"According to the last sentence, did Megan already film her documentary, or is she going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Kimberly. I am a graduate student and I live in Los Angeles. I have two friends named Denise and Megan. Megan often gets inspired on a whim and decides to film spontaneously, usually waiting until the day after an idea comes to her to start shooting, often leaving little time for thorough planning. When we spoke last summer, Denise said ""Megan is going to film her documentary tomorrow"".","Andrew -> Kimberly
John -> Denise
Chris -> Megan",female
1397,350,"When we spoke last summer, John mentioned that Chris would be decorating his new apartment tomorrow.",non-quot,Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is very passionate about interior design and always plans his apartment decorations well in advance to ensure every detail is perfect and aligns with his aesthetic.,non-shifted,non-shifted,tomorrow,"According to the last sentence, did Charles already decorate his new apartment, or is he going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Matthew. I am a graduate student and I live in Los Angeles. I have two friends named Jerry and Charles. Charles is very passionate about interior design and always plans his apartment decorations well in advance to ensure every detail is perfect and aligns with his aesthetic. When we spoke last summer, Jerry mentioned that Charles would be decorating his new apartment tomorrow.","Andrew -> Matthew
John -> Jerry
Chris -> Charles",male
1398,350,"When we spoke last summer, John mentioned that Chris would be decorating his new apartment tomorrow.",non-quot,"Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris often talks about wanting to update his living space but usually waits until the last minute to decide on decorations, frequently making spontaneous choices just a day after getting inspired.",shifted,non-shifted,tomorrow,"According to the last sentence, did Charles already decorate his new apartment, or is he going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Matthew. I am a graduate student and I live in Los Angeles. I have two friends named Jerry and Charles. Charles often talks about wanting to update his living space but usually waits until the last minute to decide on decorations, frequently making spontaneous choices just a day after getting inspired. When we spoke last summer, Jerry mentioned that Charles would be decorating his new apartment tomorrow.","Andrew -> Matthew
John -> Jerry
Chris -> Charles",male
1399,350,"When we spoke last summer, John said ""Chris will be decorating his new apartment tomorrow"".",quotation,Hi! I am Andrew. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Chris is very passionate about interior design and always plans his apartment decorations well in advance to ensure every detail is perfect and aligns with his aesthetic.,non-shifted,shifted,tomorrow,"According to the last sentence, did Charles already decorate his new apartment, or is he going to do so in the future?",will do it in the future,did it in the past,"Hi! I am Matthew. I am a graduate student and I live in Los Angeles. I have two friends named Jerry and Charles. Charles is very passionate about interior design and always plans his apartment decorations well in advance to ensure every detail is perfect and aligns with his aesthetic. When we spoke last summer, Jerry said ""Charles will be decorating his new apartment tomorrow"".","Andrew -> Matthew
John -> Jerry
Chris -> Charles",male
